Selling_Price(lakhs),Kms_Driven,fuel,seller_type,transmission,Past_Owners,mileage,Present_Price(lakhs),age
1.3,120000,Petrol,Individual,Manual,2.0,21.1,3.5,13
8.9,9000,Diesel,Individual,Manual,1.0,15.96,10.47,2
2.25,80000,Petrol,Individual,Manual,2.0,14.95,6.0,11
2.1,120000,Diesel,Individual,Manual,1.0,17.8,9.79,11
7.5,80000,Diesel,Individual,Manual,2.0,21.1,8.41,7
3.5,120000,Diesel,Individual,Manual,2.0,17.01,8.41,10
2.7,26442,Petrol,Individual,Manual,1.0,21.19,4.22,4
7.0,35000,Petrol,Individual,Manual,1.0,22.77,9.15,4
1.3,28000,Petrol,Individual,Manual,2.0,19.81,9.0,11
6.5,80000,Diesel,Individual,Manual,1.0,19.7,10.0,6
0.55,39000,Petrol,Individual,Manual,1.0,25.83,9.18,16
4.75,20000,Petrol,Individual,Automatic,1.0,18.2,16.73,4
3.25,50000,Diesel,Individual,Manual,1.0,22.32,15.2,8
6.15,40000,Petrol,Individual,Automatic,1.0,15.4,8.41,4
3.9,15000,Petrol,Individual,Manual,1.0,17.5,5.0,6
6.5,15000,Petrol,Individual,Automatic,1.0,18.6,8.41,2
4.4,30000,Petrol,Individual,Manual,1.0,12.05,9.1,6
6.0,70000,Diesel,Individual,Manual,1.0,22.07,9.79,7
1.7,80000,Petrol,Individual,Manual,1.0,19.7,8.41,9
4.99,80000,Diesel,Individual,Manual,1.0,22.74,5.31,8
5.25,120000,Diesel,Individual,Manual,1.0,25.5,8.19,9
4.2,110000,Diesel,Individual,Manual,2.0,19.7,9.0,5
8.0,80000,Diesel,Individual,Manual,1.0,18.7,8.19,5
6.0,5000,Petrol,Individual,Manual,1.0,17.0,11.33,1
4.0,50000,Petrol,Individual,Manual,1.0,18.9,6.55,4
7.0,65000,Diesel,Individual,Manual,1.0,21.79,5.31,4
8.0,35000,Diesel,Individual,Manual,1.0,20.3,14.0,4
6.0,90000,Diesel,Individual,Manual,1.0,23.95,3.5,6
5.8,100000,Diesel,Individual,Manual,1.0,23.4,5.78,5
3.1,120000,Diesel,Individual,Manual,2.0,23.84,9.0,12
4.6,69000,Diesel,Individual,Manual,2.0,21.13,8.8,5
8.6,80000,Diesel,Individual,Manual,1.0,16.1,14.15,4
3.9,15000,Petrol,Individual,Manual,1.0,15.1,4.48,5
1.1,50800,Petrol,Dealer,Manual,2.0,25.01,8.41,16
4.85,10000,Petrol,Dealer,Manual,1.0,17.3,11.49,4
1.85,60000,Petrol,Individual,Manual,2.0,16.0,4.48,9
6.65,40142,Diesel,Dealer,Manual,1.0,15.96,9.0,3
7.21,9400,Petrol,Dealer,Manual,1.0,15.96,9.0,2
3.9,62000,Diesel,Dealer,Manual,1.0,15.96,11.2,5
1.9,90000,Diesel,Dealer,Manual,1.0,18.0,8.41,10
9.75,12584,Diesel,Dealer,Manual,1.0,14.0,3.33,2
2.75,49000,Petrol,Dealer,Manual,1.0,17.57,4.26,5
3.15,32000,Petrol,Dealer,Manual,1.0,23.4,10.47,5
5.95,14548,Petrol,Dealer,Manual,1.0,18.2,11.2,2
9.0,44772,Diesel,Dealer,Manual,2.0,17.4,11.33,3
5.7,28782,Petrol,Dealer,Manual,1.0,21.19,10.47,4
7.0,28451,Petrol,Dealer,Manual,1.0,20.0,10.47,3
9.1,36500,Diesel,Dealer,Manual,1.0,20.0,10.47,3
7.51,44885,Diesel,Dealer,Manual,1.0,20.65,9.0,3
2.25,35000,Petrol,Individual,Manual,1.0,15.1,16.73,7
1.35,110000,Diesel,Individual,Manual,2.0,16.36,14.95,12
8.25,79000,Diesel,Dealer,Manual,1.0,11.57,6.51,4
8.75,50000,Diesel,Dealer,Manual,1.0,21.1,10.47,3
6.5,81000,Diesel,Dealer,Manual,2.0,22.74,8.41,5
9.75,41000,Diesel,Dealer,Manual,1.0,23.4,8.41,4
9.25,50000,Diesel,Dealer,Manual,1.0,20.63,16.73,2
7.25,66000,Diesel,Dealer,Manual,1.0,22.54,16.73,5
5.5,76000,Diesel,Dealer,Manual,1.0,20.54,8.41,7
7.5,95000,Diesel,Dealer,Manual,1.0,18.9,8.41,8
4.75,55000,Petrol,Dealer,Manual,2.0,10.91,3.33,8
3.25,65000,Petrol,Dealer,Manual,1.0,18.9,15.0,4
7.25,76000,Diesel,Dealer,Manual,1.0,18.0,6.55,4
7.75,47000,Petrol,Dealer,Manual,2.0,21.1,5.18,3
6.25,70000,Diesel,Dealer,Manual,1.0,17.3,3.5,4
1.95,56000,Petrol,Dealer,Manual,2.0,24.7,6.0,12
4.7,89000,Diesel,Dealer,Manual,1.0,23.01,6.0,7
10.5,70000,Diesel,Individual,Manual,1.0,20.14,8.41,3
3.8,57000,Diesel,Individual,Manual,1.0,26.0,7.5,8
6.5,70000,Diesel,Individual,Manual,1.0,20.63,8.41,4
2.75,49200,Petrol,Individual,Manual,1.0,17.0,3.4,5
2.0,60000,Petrol,Individual,Manual,2.0,17.0,8.41,13
0.9,110000,Petrol,Individual,Manual,3.0,24.0,6.35,17
1.2,70000,Petrol,Individual,Manual,2.0,22.74,8.8,14
3.7,60000,Diesel,Individual,Manual,1.0,26.6,4.98,6
1.5,120000,Diesel,Individual,Manual,2.0,23.84,4.14,14
4.0,58400,Diesel,Individual,Manual,2.0,23.2,11.49,9
3.1,23400,Petrol,Individual,Manual,2.0,26.59,10.19,5
3.85,50000,Petrol,Individual,Manual,1.0,23.0,8.41,3
7.5,90000,Diesel,Individual,Manual,1.0,23.0,10.19,7
5.21,3010,Petrol,Individual,Automatic,1.0,20.73,10.19,2
1.8,80000,Diesel,Individual,Manual,1.0,19.67,8.51,11
0.4,70000,Petrol,Individual,Manual,2.0,25.4,9.15,23
5.4,4000,Petrol,Individual,Manual,1.0,27.4,10.47,3
1.4,35000,Petrol,Individual,Manual,2.0,19.7,10.47,14
6.5,110000,Diesel,Individual,Manual,2.0,22.32,6.0,6
4.65,77088,Diesel,Individual,Manual,1.0,19.7,8.41,11
2.1,110000,Diesel,Individual,Manual,3.0,22.07,5.75,10
5.7,80000,Petrol,Individual,Manual,1.0,17.0,4.48,6
6.5,60000,Petrol,Individual,Manual,1.0,25.32,13.87,6
6.2,36000,Petrol,Individual,Manual,1.0,28.4,8.51,5
2.5,65000,Petrol,Individual,Manual,2.0,17.92,6.35,9
10.0,50000,Diesel,Individual,Automatic,1.0,21.9,8.41,10
3.0,82500,Diesel,Individual,Manual,1.0,19.7,5.29,8
8.1,30000,Diesel,Individual,Manual,2.0,20.51,6.57,3
2.7,100000,Diesel,Individual,Manual,3.0,16.1,3.5,10
4.7,70000,Diesel,Individual,Manual,2.0,18.2,1.99,6
4.0,85000,Diesel,Individual,Manual,1.0,16.8,14.95,4
3.0,60000,Petrol,Individual,Manual,2.0,21.1,13.68,7
1.7,20000,Petrol,Individual,Manual,3.0,17.6,9.15,6
4.56,80000,Diesel,Individual,Manual,1.0,12.8,5.37,7
1.21,100000,Diesel,Individual,Manual,2.0,21.27,5.37,12
0.35,75000,Petrol,Individual,Manual,2.0,15.4,4.48,19
0.85,100000,Petrol,Individual,Manual,1.0,22.32,4.54,16
6.5,80000,Diesel,Individual,Manual,2.0,17.4,9.54,5
3.5,35000,Petrol,Individual,Manual,1.0,19.01,9.54,4
0.8,90000,Petrol,Individual,Automatic,2.0,16.0,6.51,16
1.2,120000,Petrol,Individual,Manual,1.0,0.0,6.58,12
2.5,100000,Petrol,Individual,Manual,1.0,19.7,8.41,13
2.25,90000,Diesel,Individual,Manual,1.0,17.8,9.1,10
2.15,105000,Diesel,Individual,Manual,2.0,18.6,4.98,14
4.5,40000,Diesel,Individual,Manual,2.0,22.77,6.67,4
2.45,36710,Petrol,Individual,Manual,2.0,22.7,9.0,6
4.0,50000,Diesel,Individual,Manual,1.0,26.1,8.0,3
6.2,28180,Diesel,Dealer,Manual,1.0,18.5,5.18,5
6.5,44000,Diesel,Dealer,Manual,1.0,21.0,4.48,4
5.9,4000,Petrol,Individual,Manual,1.0,17.8,6.67,2
3.7,30000,Diesel,Individual,Manual,1.0,21.0,6.0,7
3.5,15000,Petrol,Individual,Manual,1.0,17.8,12.8,8
5.8,20000,Petrol,Individual,Manual,1.0,20.54,8.41,4
4.5,56000,Petrol,Individual,Manual,1.0,17.7,9.0,3
6.0,19000,Petrol,Individual,Manual,1.0,23.1,15.0,4
4.5,70000,Petrol,Individual,Manual,1.0,18.6,10.19,4
1.5,30000,Diesel,Individual,Manual,1.0,13.6,4.48,12
4.0,15000,Petrol,Individual,Manual,1.0,22.37,6.58,2
1.85,85000,Petrol,Individual,Manual,1.0,19.33,4.14,8
6.25,50000,Petrol,Individual,Automatic,1.0,14.1,3.33,3
7.0,20000,Petrol,Individual,Manual,1.0,18.0,9.15,2
3.9,25000,Petrol,Individual,Manual,1.0,19.16,9.0,4
6.25,25000,Petrol,Individual,Manual,1.0,21.79,6.35,3
4.0,50000,Petrol,Individual,Manual,1.0,27.39,8.51,7
4.0,90000,Petrol,Individual,Automatic,1.0,12.99,10.19,12
6.2,100000,Petrol,Individual,Manual,1.0,22.0,2.38,2
2.1,50000,Petrol,Individual,Manual,2.0,22.0,8.19,8
2.7,80000,Diesel,Individual,Manual,3.0,24.0,4.48,9
0.45,100000,Petrol,Individual,Manual,3.0,16.78,6.67,22
2.2,93000,Petrol,Individual,Manual,2.0,16.78,11.49,7
5.5,11500,Diesel,Individual,Manual,1.0,19.0,6.55,7
3.7,120000,Petrol,Individual,Manual,1.0,14.3,3.5,8
0.95,100000,Petrol,Individual,Automatic,2.0,16.8,8.19,15
6.5,50000,Diesel,Individual,Manual,1.0,13.6,8.41,6
5.5,120000,Petrol,Individual,Manual,1.0,22.37,9.18,9
2.25,100000,Diesel,Individual,Manual,2.0,19.33,15.2,11
0.4,57000,Petrol,Individual,Manual,2.0,14.1,16.53,17
2.8,60000,Petrol,Individual,Manual,1.0,18.0,8.41,5
5.7,44077,Petrol,Dealer,Automatic,1.0,19.16,11.33,4
2.9,90000,Petrol,Individual,Manual,2.0,21.79,16.53,4
7.2,50000,Diesel,Individual,Manual,2.0,27.39,9.93,3
8.0,60000,Diesel,Individual,Manual,1.0,18.2,3.5,4
2.65,20000,Petrol,Individual,Manual,3.0,12.99,4.48,9
1.35,90000,Petrol,Individual,Manual,3.0,22.0,11.05,11
3.5,70000,Diesel,Individual,Manual,2.0,16.78,4.26,5
2.0,80000,Petrol,Individual,Manual,2.0,22.0,3.5,13
4.9,80000,Diesel,Individual,Manual,1.0,24.0,14.95,5
9.5,50000,Diesel,Individual,Manual,1.0,16.78,4.26,5
3.55,90000,Petrol,Individual,Manual,2.0,19.0,4.98,9
7.0,17000,Petrol,Individual,Manual,1.0,14.3,6.0,2
4.6,70000,Diesel,Individual,Manual,1.0,16.8,7.64,9
3.5,74000,Diesel,Individual,Manual,2.0,28.4,3.4,9
0.85,60000,Petrol,Individual,Manual,2.0,17.92,8.41,15
2.9,15000,Petrol,Individual,Manual,1.0,21.9,4.98,5
10.0,72000,Diesel,Individual,Manual,1.0,20.3,4.26,2
0.85,25000,Petrol,Individual,Manual,2.0,15.1,6.58,13
0.65,114000,Petrol,Individual,Manual,1.0,11.0,6.84,18
0.75,120000,Petrol,Individual,Manual,1.0,21.14,4.22,16
1.7,55768,Diesel,Individual,Manual,1.0,18.2,2.38,12
5.25,40000,Petrol,Individual,Automatic,1.0,28.09,13.87,4
4.6,50000,Petrol,Individual,Manual,1.0,18.15,12.0,3
2.5,20000,Petrol,Individual,Manual,1.0,19.01,10.19,4
3.95,70000,Diesel,Individual,Manual,2.0,17.5,4.14,8
3.75,60000,Petrol,Individual,Manual,1.0,17.57,6.55,7
2.9,110000,Diesel,Individual,Manual,2.0,17.0,9.15,10
4.1,60000,Petrol,Individual,Manual,1.0,15.96,9.15,4
2.0,30000,Petrol,Individual,Manual,1.0,10.5,9.15,12
9.0,35000,Diesel,Individual,Manual,1.0,16.1,4.26,3
0.5,50000,Petrol,Individual,Manual,3.0,22.32,8.51,18
4.5,100000,Diesel,Individual,Manual,1.0,17.2,5.75,9
6.5,80000,Diesel,Individual,Manual,3.0,25.17,8.41,9
3.0,84000,Diesel,Individual,Manual,2.0,17.19,8.8,7
4.25,60000,Diesel,Individual,Manual,1.0,23.01,9.18,7
0.55,50000,Petrol,Individual,Manual,2.0,18.6,14.95,23
2.0,60000,Petrol,Individual,Manual,2.0,27.3,6.55,10
9.75,100000,Diesel,Individual,Manual,1.0,22.9,14.95,6
4.5,70000,Diesel,Individual,Manual,1.0,23.4,6.67,8
6.0,82500,Diesel,Individual,Manual,2.0,20.92,8.19,7
5.5,76000,Diesel,Individual,Manual,1.0,23.4,8.19,7
1.8,87000,Diesel,Individual,Manual,1.0,12.05,5.75,10
3.5,120000,Diesel,Individual,Manual,2.0,0.0,3.33,7
6.5,80000,Petrol,Individual,Manual,1.0,23.84,4.48,6
5.6,100000,Diesel,Individual,Manual,2.0,21.13,8.41,7
6.25,90000,Diesel,Individual,Manual,1.0,21.64,6.51,6
2.2,110000,Diesel,Individual,Manual,1.0,28.4,9.0,9
2.5,110000,Diesel,Individual,Manual,1.0,20.3,7.51,8
5.75,70000,Diesel,Individual,Manual,1.0,18.6,13.68,3
10.5,65000,Diesel,Individual,Manual,1.0,23.84,4.98,6
2.0,90000,Diesel,Individual,Manual,3.0,16.1,4.98,9
2.62,50000,Petrol,Individual,Manual,1.0,23.0,4.26,5
2.99,33000,Petrol,Individual,Manual,1.0,13.5,3.33,3
2.5,26500,Petrol,Individual,Manual,1.0,15.37,6.0,6
3.6,70000,Diesel,Individual,Manual,3.0,23.01,5.31,8
2.1,80000,Petrol,Individual,Manual,1.0,16.07,3.4,6
6.0,60000,Diesel,Individual,Manual,1.0,19.3,11.33,4
2.1,100000,Diesel,Individual,Manual,1.0,15.37,9.93,10
3.0,80000,Diesel,Individual,Manual,2.0,12.99,14.95,10
4.5,35000,Petrol,Individual,Manual,1.0,23.1,6.51,5
5.5,10000,Petrol,Individual,Manual,1.0,16.0,6.43,2
1.0,80000,Diesel,Individual,Manual,1.0,18.6,12.8,10
1.85,50000,Petrol,Individual,Manual,2.0,23.1,11.33,9
0.8,90000,Petrol,Individual,Manual,2.0,18.9,4.98,15
2.95,80000,Petrol,Individual,Manual,1.0,12.99,4.48,4
2.1,70000,Petrol,Individual,Manual,1.0,25.2,8.44,7
5.85,80000,Petrol,Individual,Automatic,1.0,19.3,6.0,2
5.6,50000,Diesel,Individual,Manual,1.0,18.9,12.8,5
6.0,70000,Diesel,Individual,Manual,1.0,18.6,6.84,6
3.3,60000,Petrol,Individual,Manual,1.0,17.19,6.58,4
9.9,15000,Petrol,Individual,Manual,1.0,20.4,8.41,2
3.0,90000,Diesel,Individual,Manual,1.0,20.51,11.49,9
6.5,28000,Petrol,Individual,Manual,1.0,19.7,8.19,3
6.95,20000,Petrol,Individual,Automatic,1.0,25.44,9.0,2
3.0,60000,Diesel,Individual,Manual,1.0,19.4,11.33,7
1.85,70000,Diesel,Individual,Manual,2.0,14.0,16.53,11
2.0,80000,Diesel,Individual,Manual,1.0,20.5,5.37,8
4.6,35000,CNG,Individual,Manual,1.0,17.0,9.99,2
8.6,60000,Diesel,Individual,Manual,1.0,12.99,3.5,3
4.0,20000,Petrol,Individual,Manual,1.0,19.61,16.53,3
5.7,72000,Diesel,Individual,Manual,1.0,20.14,7.07,6
8.5,90000,Diesel,Individual,Manual,1.0,20.14,16.53,3
1.55,80000,Diesel,Individual,Manual,3.0,23.01,6.58,10
6.1,33000,Petrol,Individual,Manual,1.0,25.0,14.0,6
10.0,50000,Diesel,Individual,Manual,1.0,15.17,3.5,6
4.5,120000,Diesel,Individual,Manual,2.0,23.0,9.93,9
5.0,35000,Diesel,Individual,Manual,1.0,17.0,8.41,3
7.0,43000,Diesel,Individual,Manual,1.0,23.0,11.49,3
1.35,60000,Petrol,Individual,Manual,1.0,20.0,7.5,14
6.25,70000,Diesel,Individual,Manual,2.0,16.1,6.35,7
2.8,96000,Petrol,Individual,Manual,1.0,18.2,4.21,10
8.0,70000,Diesel,Individual,Manual,1.0,13.6,9.0,6
2.2,70000,Diesel,Individual,Manual,2.0,22.37,6.84,9
6.2,18484,Petrol,Individual,Manual,1.0,19.33,3.5,4
3.0,70000,Diesel,Individual,Manual,1.0,14.1,6.0,10
1.8,25000,Petrol,Individual,Manual,2.0,18.0,2.38,11
2.5,120000,Diesel,Individual,Manual,3.0,19.16,9.18,8
4.8,55000,Petrol,Individual,Manual,1.0,21.79,14.95,4
8.85,10000,Petrol,Individual,Manual,2.0,27.39,3.33,2
5.5,60000,Diesel,Individual,Manual,1.0,18.2,14.0,1
8.0,30000,Diesel,Individual,Manual,1.0,12.99,16.73,3
1.8,65000,Petrol,Individual,Manual,1.0,22.0,9.0,8
2.0,27000,Petrol,Individual,Manual,1.0,16.78,16.53,11
3.8,50000,Diesel,Individual,Manual,2.0,22.0,15.2,9
5.2,2560,Petrol,Individual,Automatic,1.0,24.0,9.0,2
0.9,60000,Petrol,Individual,Manual,1.0,16.78,13.87,17
3.3,80000,Petrol,Individual,Manual,2.0,16.78,2.5,5
3.7,120000,Diesel,Individual,Manual,1.0,14.3,6.35,6
2.9,120000,Petrol,Individual,Manual,2.0,16.8,3.5,12
2.15,47000,Petrol,Individual,Manual,2.0,15.1,6.35,8
6.1,90000,Diesel,Individual,Manual,1.0,22.9,10.19,9
3.8,110000,Diesel,Individual,Manual,2.0,15.0,11.49,8
4.0,103655,Diesel,Individual,Manual,2.0,13.0,11.49,9
7.0,25000,Petrol,Individual,Automatic,2.0,17.8,8.5,3
6.5,80000,Diesel,Individual,Manual,1.0,12.8,8.19,7
0.95,50000,Petrol,Individual,Manual,2.0,25.8,5.27,7
1.5,110000,Petrol,Individual,Manual,1.0,18.2,8.41,11
1.2,80000,Petrol,Individual,Manual,3.0,17.1,5.27,13
1.3,74770,CNG,Individual,Manual,3.0,19.72,10.19,18
3.25,69000,Diesel,Dealer,Manual,1.0,21.73,14.95,8
9.5,27000,Diesel,Dealer,Manual,1.0,18.2,6.51,3
6.5,10000,Diesel,Individual,Manual,1.0,22.54,10.99,5
2.95,65000,Diesel,Individual,Manual,2.0,19.4,9.1,10
1.6,120000,Petrol,Individual,Manual,3.0,22.74,9.79,14
4.5,10000,Petrol,Individual,Automatic,1.0,21.1,16.73,4
3.85,20000,Petrol,Individual,Manual,1.0,26.0,8.41,5
3.5,93500,Diesel,Individual,Manual,2.0,20.0,6.43,10
4.5,56290,Diesel,Dealer,Manual,1.0,18.0,6.0,4
6.45,11000,Petrol,Dealer,Automatic,1.0,22.32,8.41,5
7.4,38817,Diesel,Dealer,Manual,1.0,18.0,8.41,3
6.45,11000,Petrol,Dealer,Automatic,1.0,26.59,11.33,5
5.58,70000,Diesel,Individual,Manual,1.0,22.32,7.5,2
1.65,56000,Petrol,Individual,Manual,3.0,24.7,13.87,11
3.0,80000,Diesel,Individual,Manual,2.0,20.36,11.05,9
5.0,5000,Petrol,Individual,Manual,1.0,16.8,5.75,2
8.3,60000,Diesel,Individual,Automatic,3.0,23.03,8.0,13
8.9,70000,Diesel,Individual,Automatic,3.0,15.96,9.15,13
6.4,65000,Diesel,Individual,Manual,2.0,20.73,16.53,7
9.0,70000,Diesel,Individual,Manual,3.0,21.1,2.38,6
4.5,60000,Diesel,Individual,Manual,1.0,18.9,15.2,8
8.25,82000,Diesel,Individual,Manual,1.0,24.7,4.26,3
5.0,80000,Diesel,Individual,Manual,2.0,27.39,5.31,8
3.25,5000,Petrol,Individual,Manual,2.0,19.0,6.67,4
6.75,25000,Petrol,Individual,Manual,2.0,15.4,9.0,4
4.15,15000,Petrol,Individual,Manual,1.0,23.03,9.79,4
5.0,35000,Petrol,Individual,Manual,1.0,21.1,8.41,5
5.1,70000,Diesel,Individual,Manual,2.0,19.7,3.4,7
0.6,100000,Petrol,Individual,Manual,2.0,22.32,16.53,14
5.0,80000,Diesel,Individual,Manual,2.0,15.1,6.84,8
2.7,50000,Petrol,Individual,Manual,1.0,20.36,6.35,4
5.5,40000,Petrol,Individual,Manual,1.0,15.96,2.38,4
2.35,60000,Petrol,Individual,Manual,1.0,15.2,9.15,5
6.0,40000,Petrol,Individual,Manual,1.0,25.17,6.84,3
5.25,60000,Diesel,Individual,Manual,1.0,24.52,15.2,6
3.25,90000,Diesel,Individual,Manual,1.0,20.0,13.29,9
4.2,90000,Diesel,Individual,Manual,1.0,18.9,7.07,7
2.3,60000,Petrol,Individual,Manual,2.0,25.17,8.41,7
7.5,120000,Diesel,Individual,Manual,1.0,20.36,9.0,9
4.0,40000,Petrol,Individual,Manual,1.0,21.38,6.84,3
6.0,91000,Diesel,Individual,Manual,1.0,21.38,16.73,8
1.1,80000,Petrol,Individual,Manual,3.0,20.54,2.38,13
0.45,73257,Petrol,Individual,Manual,1.0,19.44,9.0,14
7.22,80000,Diesel,Individual,Manual,1.0,15.6,15.0,2
5.0,15000,Petrol,Individual,Manual,1.0,25.4,5.18,1
2.5,110000,Diesel,Individual,Manual,2.0,19.0,8.51,14
9.5,40000,Diesel,Individual,Manual,1.0,25.6,5.31,3
7.8,30000,Diesel,Individual,Manual,1.0,26.0,8.41,3
5.75,30000,Petrol,Individual,Manual,1.0,20.14,5.18,3
5.63,30000,Petrol,Individual,Manual,2.0,19.7,16.73,4
4.5,15000,Petrol,Individual,Manual,1.0,0.0,5.26,4
0.8,26320,Petrol,Individual,Manual,1.0,17.0,6.35,22
4.0,120000,Petrol,Individual,Manual,1.0,14.0,9.0,4
3.15,60000,Petrol,Individual,Manual,2.0,15.5,4.98,5
3.75,120000,Petrol,Individual,Manual,1.0,12.99,8.41,5
1.3,90000,Diesel,Individual,Manual,3.0,19.67,6.0,16
3.5,29000,Petrol,Individual,Manual,1.0,24.3,9.0,6
1.2,120000,Petrol,Individual,Manual,3.0,23.0,8.41,11
8.2,90000,Diesel,Individual,Manual,1.0,17.19,6.0,6
7.0,30000,Petrol,Individual,Manual,1.0,18.6,3.5,3
4.52,30000,Petrol,Individual,Automatic,2.0,15.96,6.57,3
5.0,56000,Petrol,Individual,Manual,3.0,14.0,4.26,5
5.0,120000,Diesel,Individual,Manual,1.0,25.17,16.53,6
4.9,60000,Diesel,Individual,Manual,1.0,16.8,13.29,6
2.4,35000,Petrol,Individual,Manual,1.0,19.7,16.73,9
6.55,19500,Petrol,Individual,Manual,1.0,17.5,8.0,3
6.2,38426,Petrol,Individual,Manual,1.0,12.99,4.98,3
4.5,35000,Petrol,Individual,Manual,2.0,28.4,9.93,6
3.1,35000,Petrol,Individual,Manual,2.0,26.59,5.37,7
1.5,50000,Petrol,Individual,Manual,3.0,13.58,5.31,14
1.8,120000,Diesel,Individual,Manual,1.0,13.6,15.0,9
1.5,120000,Diesel,Individual,Manual,1.0,18.15,8.0,10
6.0,70000,Diesel,Individual,Manual,3.0,25.83,9.0,8
6.1,10000,Petrol,Individual,Manual,1.0,22.74,2.38,3
2.6,50000,Diesel,Individual,Manual,1.0,22.5,9.18,1
3.5,50000,Diesel,Individual,Manual,1.0,22.05,10.99,4
9.2,20000,Petrol,Individual,Manual,1.0,19.44,6.0,1
3.1,25000,Diesel,Individual,Manual,2.0,12.05,16.73,9
0.65,120000,Petrol,Individual,Manual,2.0,12.05,8.41,15
3.0,90000,Diesel,Individual,Manual,1.0,12.7,6.43,8
6.0,69779,Petrol,Dealer,Automatic,1.0,17.01,8.51,3
4.5,56290,Diesel,Dealer,Manual,1.0,17.6,8.41,4
6.45,11000,Petrol,Dealer,Automatic,1.0,17.57,6.55,5
4.4,110000,Diesel,Individual,Manual,2.0,21.1,13.87,7
3.8,100000,Diesel,Individual,Manual,2.0,20.4,8.0,9
4.75,25000,Diesel,Individual,Manual,1.0,16.0,9.18,6
0.68,70000,Petrol,Individual,Manual,2.0,17.92,8.41,18
5.1,82000,Diesel,Individual,Manual,1.0,24.4,9.0,6
2.75,80000,Petrol,Individual,Manual,1.0,23.95,6.0,11
6.5,40000,Diesel,Individual,Manual,2.0,22.32,4.26,4
3.6,60000,Diesel,Individual,Manual,2.0,13.2,4.48,5
6.5,82000,Diesel,Individual,Automatic,1.0,23.4,3.33,3
6.75,50000,Diesel,Individual,Manual,2.0,16.78,12.7,4
0.5,40000,Petrol,Individual,Manual,3.0,17.92,7.07,15
7.5,40000,Diesel,Individual,Manual,1.0,15.9,3.5,3
4.25,56000,Diesel,Individual,Manual,2.0,15.9,8.41,9
0.57,110000,Diesel,Individual,Manual,3.0,25.01,13.68,24
8.5,54000,Diesel,Individual,Manual,1.0,21.21,3.4,4
4.0,20000,Petrol,Individual,Manual,2.0,23.95,14.78,5
2.0,55896,Diesel,Individual,Manual,2.0,24.0,16.53,7
5.5,35000,Diesel,Individual,Manual,1.0,22.32,8.41,5
2.5,97000,Petrol,Individual,Manual,2.0,22.32,7.07,9
2.06,120000,Petrol,Individual,Manual,2.0,16.95,8.19,7
2.9,50000,Petrol,Individual,Manual,1.0,20.77,8.41,7
2.2,110000,Diesel,Individual,Manual,3.0,25.44,4.58,9
1.7,100000,Petrol,Individual,Manual,1.0,16.1,15.2,11
2.6,120000,Diesel,Individual,Manual,2.0,12.6,15.2,11
2.25,76000,Petrol,Individual,Manual,2.0,20.85,16.53,10
4.2,110000,Diesel,Individual,Manual,3.0,25.83,6.51,9
5.25,96000,Diesel,Individual,Manual,1.0,22.9,8.8,10
6.7,90000,Diesel,Individual,Automatic,1.0,15.96,9.15,3
2.2,110000,Diesel,Individual,Manual,3.0,13.93,8.41,9
2.5,25000,Diesel,Individual,Manual,1.0,20.36,4.48,8
2.3,90000,Diesel,Individual,Manual,2.0,23.4,8.41,12
3.0,120000,Petrol,Individual,Manual,2.0,14.0,11.33,8
1.65,66000,Petrol,Individual,Manual,2.0,18.49,14.95,11
3.0,35000,Petrol,Individual,Manual,1.0,25.2,5.26,4
3.2,100000,Diesel,Individual,Manual,2.0,20.86,13.29,13
3.25,70000,Petrol,Individual,Manual,2.0,22.54,5.37,5
1.6,30000,Diesel,Individual,Manual,2.0,23.2,9.93,11
6.3,40000,Diesel,Individual,Manual,1.0,16.1,6.35,3
6.0,5000,Petrol,Individual,Manual,1.0,17.88,8.41,1
2.3,30000,Petrol,Individual,Manual,2.0,18.6,9.18,7
4.4,70000,Diesel,Individual,Manual,2.0,15.4,15.2,7
0.9,60000,Petrol,Individual,Manual,2.0,14.4,4.48,14
7.5,60000,Diesel,Individual,Manual,1.0,13.6,6.55,4
3.3,80000,Petrol,Individual,Manual,2.0,22.37,4.26,9
7.15,70000,Diesel,Individual,Manual,2.0,19.33,3.5,5
1.0,25000,Petrol,Individual,Manual,3.0,19.16,11.33,17
8.5,35000,Diesel,Individual,Automatic,2.0,21.79,3.33,4
4.5,48000,Diesel,Individual,Manual,1.0,27.39,4.98,3
0.3,90000,Petrol,Individual,Manual,3.0,12.99,9.1,21
2.8,110000,Diesel,Individual,Manual,2.0,16.78,4.48,5
3.5,44000,Petrol,Individual,Manual,1.0,24.0,4.86,3
3.25,70000,Petrol,Individual,Manual,1.0,16.78,3.33,8
1.1,120000,Petrol,Individual,Manual,3.0,19.0,3.5,15
2.2,80000,Diesel,Individual,Manual,1.0,14.3,8.0,8
5.15,60000,Diesel,Individual,Manual,1.0,16.8,15.2,6
3.5,25000,Petrol,Individual,Manual,1.0,25.1,8.0,3
4.89,15000,Petrol,Individual,Manual,1.0,19.83,6.55,2
3.0,27000,Petrol,Individual,Manual,1.0,18.1,9.15,4
6.5,35000,Diesel,Individual,Manual,2.0,23.01,8.0,4
2.5,40000,Petrol,Individual,Manual,1.0,23.59,5.31,7
2.0,40000,Petrol,Individual,Manual,3.0,15.96,10.47,7
9.5,75262,Diesel,Individual,Manual,1.0,17.57,8.19,6
